stable_id,title_zh,abstract_zh
6fc1c5c53a7d710b,单晶 X 射线衍射揭示三维共价有机框架的受控轴向生长和形态演化,精确定制共价有机框架（COF）的宏观形态从根本上驱动其物理化学性质。然而，共价键的稳健性和高度方向性使得单晶水平的这种控制成为一项艰巨的挑战。为了解决这一瓶颈，我们建立了一种协同的布朗斯台德和路易斯双酸催化策略，以控制具有直径拓扑的大型（≥50μm）三维（3D）COF单晶（XNU-375-X；X = 1–6，a，p，EtOH）的受控轴向生长和形态演化。调节作为路易斯酸的三氟甲磺酸镝 (Dy(OTf) 3 ) 的浓度，可显着抑制孪生速率。因此，这种有针对性的调控驱动了从八面体到四方双锥体几何形状的连续形态转变。单晶 X 射线衍射 (SCXRD) 明确证实了整个宏观演化过程中微观结构的一致性。至关重要的是，在客体溶剂去除和交换过程中，这些晶体学分析直接捕获了罕见的结构灵活性和动态“呼吸”效应，46% 的巨大体积变化证明了这一点。密度泛函理论 (DFT) 计算阐明了潜在的生长动力学。以特定的暴露面（{100} 与 {001}）为条件，Dy 3+ 表现出不同的吸附行为，可有效钝化侧面游离胺位点。就这些位点控制水平增殖而言，这种选择性结合同时促进有序的 c 轴堆积
02343e5a6d9fba6d,通过在用于 X 射线探测器的 LiYMo 2 O 8 单晶中掺杂 Zr 4+ 改善载流子传输并增强探测灵敏度,X射线探测器在医学成像、安全检查、工业无损检测、高能物理等领域发挥着重要作用。氧化物单晶因其高化学稳定性、良好的机械鲁棒性以及大尺寸晶体生长的可行性而成为直接X射线检测的有吸引力的候选者。然而，它们的超高本征电阻率通常限制光电流的产生，从而限制检测灵敏度。在此，提出Zr掺杂作为调节LiYMo 2 O 8 (LYMO)单晶中载流子传输的策略。通过顶部晶种溶液生长方法成功生长了原始 LYMO 和 Zr 掺杂 LYMO 晶体。原始LYMO晶体沿a轴和c轴的电阻率分别为9.96 × 10 13 和1.44 × 10 14 Ω cm，相应的迁移率寿命（μτ）乘积为1.15 × 10 –3 和1.81 × 10 –3 cm 2 V –1 。掺入Zr后，a轴电阻率降低至5.68×10 9 Ω cm，而μτ乘积增加至8.97×10 –3 cm 2 V –1 。结果，在40 keV X射线照射下，a轴X射线灵敏度达到431 μC Gy –1 cm –2，是原始LYMO探测器的两倍多。 Zr 掺杂 LYMO 探测器沿 a 轴和 c 轴分别保持 50.1 和 29.8 nGy s –1 的低检测限。这些结果表明，合理的 Zr 4+ 施主掺杂是平衡高电阻率氧化物晶体的电阻率、电荷收集效率和基线稳定性以改善 X 射线检测的有效方法。
22cec5befeda71ec,超晶格热电学的最新进展,超晶格（SL）因其独特的周期性结构而脱颖而出，并允许通过结构设计和界面特征修改对其性能进行细微调整，这在不同领域获得了广泛关注。特别是在热电领域，令人鼓舞的是，它的存在为解决热电材料研究的中心问题，即热输运和电输运的解耦提供了一种新颖的策略。界面处额外的声子散射，加上界面处的电荷转移和能量过滤，使其同时具有极低的热传输特性和优异的电传输特性。这些特性使超晶格成为传统热电材料的替代品。在这里，我们重点关注热传输定制和元素选择以及 SL 中的界面特征之间的复杂关系。然后，通过精心挑选的例子回顾了各种基于SL的热电材料系统及其电传输调制机制的研究最新进展，随后强调了它们对能量收集和制冷的贡献。回顾最终总结了材料、设备和应用未来发展的挑战和机遇。总体而言，本综述有望为高性能热电材料的研究和开发做出贡献，并扩大其应用领域。
86144366de59284f,使用蛋白质钝化石墨烯界面对乳酸脱氢酶和白细胞介素 6 进行无标记电容免疫传感,乳酸脱氢酶 (LDH) 和白细胞介素 6 (IL-6) 作为评估疾病进展和细胞模型状态的两个关键生物标志物，分别从细胞代谢和免疫调节的角度提供全面的病理学见解。最广泛使用的 LDH 检测方法是利用烟酰胺腺嘌呤二核苷酸 (NAD) 作为辅酶和乳酸作为底物的比色测定法，通过测量甲臜染料来定量 LDH 活性。尽管这种方法具有高灵敏度，但其对复杂仪器的依赖限制了其在资源有限的环境中的适用性。在这项研究中，我们开发了一种具有特定抗体功能的电容传感电极，用于使用电化学电容光谱 (ECS) 同时检测 LDH 和 IL-6。与 ELISA 等基于标记的方法不同，这种无标记策略可以直接识别目标，无需标记试剂或额外的程序步骤。采用一步修饰过程构建了蛋白质钝化的石墨烯生物电化学界面，使抗体能够共价固定在电极表面上。该传感器基于共面 ITO 三电极系统运行，在目标分子跨越 5 个数量级的宽浓度范围内表现出显着的信号响应。这些结果强调了 ECS 在定量 LDH 和 IL-6 方面的潜力，支持其在即时护理 (PoC) 生物传感器开发中的应用前景。
b55c7cd652d13e11,单层 Ca 2 Nb 3 O 10 纳米片模板的间隙控制介导的织构化 SrRuO 3 薄膜中的可调谐电传输和磁各向异性,功能性氧化物薄膜在技术相关基板上的确定性集成是氧化物电子学面临的长期挑战。二维 Ca 2 Nb 3 O 10 纳米片已成为多功能外延模板，通过将上层与底层支撑解耦，可以在任意基材上实现高质量薄膜生长。然而，单层纳米片组件固有的固有间隙源于不规则的几何形状和随机沉积过程。这些间隙产生了暴露的基底区域，引入了第二个独特的生长环境，而其对薄膜特性的影响仍然知之甚少。在这里，我们证明这些纳米级间隙不仅仅是结构缺陷，而是控制 SrRuO 3 薄膜的结晶度、输运行为和磁各向异性的可调元素。通过设计具有受控横向尺寸分布（>20 μm 和 <2 μm）的 Ca 2 Nb 3 O 10 纳米片并系统地改变基底覆盖率（约 90% 和约 95%），实现了间隙成核 SrRuO 3 晶体相的精确调制。该相从SiO 2 上的非晶态到Si和Al 2 O 3 上的多晶态，并与以纳米片为模板的c轴取向外延共存。这种共存引起了新出现的现象，包括非单轴磁各向异性、双通道异常霍尔特征和逐步磁化反转，所有这些现象都可以通过覆盖范围和基底选择来调节。双层纳米片涂层有效消除间隙贡献，恢复原始状态
b671eb7d11fd0541,用于心肌细胞对齐的近红外光驱动微槽 UCNP/偶氮苯-LCE 致动器和基底,高分辨率图像下载 MS PowerPoint 幻灯片 基于光异构化的液晶弹性体 (LCE) 执行器可对机械变形进行精确的时空控制，但由于光毒性和组织渗透性差，它们对紫外线 (UV) 照射的依赖限制了生物医学适用性。在此，我们报道了一种基于偶氮苯交联LCE（Azo-LCE）与NaYF 4:Yb/Tm@NaYF 4:Yb/Nd@NaYF 4核-壳-壳上转换纳米颗粒（CSS-UCNP）集成的808 nm近红外（NIR）光驱动光异构化致动器。 Nd 3+ 敏化 CSS-UCNP 将 808 nm 近红外光转换为紫外/蓝色上转换发射光（345-476 nm），驱动偶氮苯单元的反式异构化并诱导 LCE 薄膜的宏观弯曲。为了评估驱动性能，UCNPs/Azo-LCE薄膜在功率密度为4-24 W cm –2 的连续波808 nm照射下测试20秒，在24 W cm –2 下达到42.8 ± 2.6°的最大弯曲角度，并在16 W cm –2 下表现出超过50个循环的稳定循环驱动。对于生物学相关操作，较低辐照强度下的热评估显示，在 4–8 W cm –2 辐照下，培养基中仅出现有限的温升（Δ T = 2.29–4.36 °C），在循环操作期间（20 秒开/20 秒关，50 个循环）没有明显的累积加热。此外，微槽图案的 UCNP/Azo-LCE 基底支持大鼠成肌细胞 (H9c2) 的粘附和扩散，并引导槽宽度依赖性单轴排列。这项工作建立了 808 nm 激发的策略
b339f010cb8bde1a,协调财政弹性与低碳能源目标：斯里兰卡的碳调整燃料定价,
66efddb42c288e38,古代羽流强化岩石圈调节当今地壳流体迁移和变形,了解古代地幔柱残留物如何改变岩石圈结构并影响构造变形仍然具有挑战性，特别是在玄武岩未暴露在地表的地幔柱外围区域。在这里，我们展示了中国二叠纪峨眉山大型火成岩省外区华蓥山断层的大地电磁成像。电阻率模型揭示了断层下方垂直广泛的高电阻率结构，与高地震速度和高密度相一致，并且最一致地解释为来自峨眉山地幔柱的地幔玄武岩熔体的结晶产物。我们使用上地幔尺度的地球动力学模拟来研究羽流驱动的熔化和羽流衍生的物质如何与岩石圈异质性相互作用。虽然这些模型没有明确模拟小规模熔体提取或地壳侵位，但它们表明预先存在的岩石圈异质性可以塑造羽流衍生材料的横向重新分布。我们推断，在断层带内原位结晶的残余羽流材料形成了低渗透性、机械强度高的岩石圈屏障，可能会阻碍或改变地壳流体的迁移方向。这种羽流强化的岩石圈可能会促进其西北侧的应力局部化，那里是当今地震优先聚集的地方。总之，这些结果表明，羽流改变的岩石圈可以保留调节地壳流体迁移和大陆变形的长期结构印记。
6c32271128cf0f8f,附带影响：中美紧张局势和第三国能源转型,
3dd339c65c5428df,通过电网现代化缓解能源贫困：中国特高压输电项目的微观证据,
c107f567ff706bb1,地缘政治风险、绿色金融和环境技术动态如何塑造金砖国家经济体的能源三难困境？,
b8a4d164c804f753,配电网共享储能的自适应风险差网络定价,
6964abcac36a8105,数字孪生驱动的深度强化学习分布式储能集群协调调度与状态预测,
98a4ab2d2160ed65,具有领导者驱动的梦想优化算法的电动汽车充电站动态定价的随机模拟框架,
5e6b786aa7ac3fe5,用于风力涡轮机尾流预测的物理信息神经网络：不同数据密度下的约束层次结构,
6f68c11a998ef99d,集成多尺度建模和协调工厂平衡优化，以最大限度地提高重型燃料电池电动汽车的车辆系统效率,
71307589caf9dc11,绿色证书和碳排放交易如何影响清洁能源投资？进化博弈模型的证据,
54fb97cfd64f2041,气候变化下住宅建筑屋顶光伏发电的时空供需匹配：跨气候区评估,
ca558e095f92bcee,Au表面丙烯氧化偶联电合成C 6 化合物,"烯烃的电催化氧化代表了未来化学制造中可持续精细化学合成的一条有前途的途径。然而，阳极丙烯转化通常仅产生氧化产物，例如丙二醇、环氧丙烷、丙烯醛或丙酮，缺乏重要的电驱动的C-C耦合过程。在这里，我们报道了金上丙烯氧化的 C-C 偶联途径，产生两种 C6 化合物：2,5-己二酮和 3-己烯-2,5-二酮。在温和条件下，C6产品的总法拉第效率达到36%。结合原位红外光谱、压力相关实验和密度泛函理论计算，揭示了氧化偶联是通过*Pr和*PrOH中间体之间的不对称偶联进行的，遵循Langmuir-Hinshelwood机制。同时增加两种 C3 中间体的表面覆盖率对于有效的 C-C 偶联至关重要。这些发现引入了丙烯的电氧化C-C偶联策略，为精细化学电合成提供了新的机理见解。"
387abed42e3e488e,基于深度学习的核电厂健康监测和预测：系统评价,
a29fd5d7af45212c,通过连续双碳-碳键断裂进行后期羰基去除,从环酮中直接去除羰基提供了一种非直观但简单的途径，通过后期修饰获得多取代的饱和结构基序。然而，这种转变很难实现，尤其是以化学选择性的方式。在这里，我们报告了还原和环化羰基去除方法，该方法由 N'-烷基肼酰胺 (NAHA) 试剂通过连续双 C-C 键裂解实现。这些转化有效地将不同的环酮转化为具有广泛官能团耐受性的相应开环和缩环类似物。除了复杂生物活性化合物的后期修饰外，这种羰基去除策略还可以应用于缺乏极性官能团、末端氘化和迭代环收缩的全碳四元中心的合成。
3886c28077ca1f0e,低碳未来和全球脱碳的能源建模,
3ca0ff7b6e020bb5,肿瘤-间质相互作用的下游信号传导调节粘液性结直肠腺癌顶端基底极性,粘液性结直肠癌（MUC CRC）转移至多个器官和腹膜，与不良预后相关。播散性 MUC CRC 表现出影响患者预后的传统（顶端向内）或反向（顶端向外）极性。因此，确定如何调节 MUC CRC 极性至关重要。在这里，我们分析了具有顶端向内或顶端向外极性的患者来源的 MUC CRC 异种移植物。单细胞分析表明 α2β1-整合素是这些模型中关键的胶原蛋白结合受体。胶原蛋白 - α2β1 - 整合素相互作用激活 Src 并上调 SorLA（一种内体分选受体）。 SorLA 通过促进整合素回收和 HER2/HER3 表达来支持顶端极性。我们观察到患者样本中的 HER2、HER3 和 SorLA 与心尖呈现组织中较高的 HER2 表达呈正相关。临床相关的 HER2/HER3 靶向抗体可恢复肿瘤球极性，并阻止胶原蛋白重塑和与小鼠腹膜的粘附。该 SorLA-整合素-HER2/HER3 轴可以代表 MUC CRC 患者分层方法，并且与具有顶端外表型的其他癌症相关。
04563826ad8e067c,耐药细菌感染的负担：因果视角,可预防的抗菌素耐药性 (AMR) 负担的估计对于为地方、国家、区域和全球政策、目标和研究重点提供信息非常重要。这种估计在很大程度上依赖于模型假设，并且已经使用了几种分析方法。在这篇前瞻性文章中，我们概述了估计抗菌素耐药性负担的关键概念和实际挑战，并提出了在现有工作的基础上获得更多与政策相关的负担估计的策略。我们强调采用明确因果视角的新方法如何解决这些问题，并有可能改进结合个别研究结果来估计国家和地区抗菌素耐药性负担的方式。
17b6edaa880b0fed,metilene3：通过自动分类识别多种条件下的 DMR,DNA 甲基化是许多物种的关键表观遗传标记，识别差异甲基化区域 (DMR) 对于了解基因组调控至关重要。大多数现有的 DMR 检测方法需要预定义的样本条件，限制了新的表观遗传模式的发现，特别是当群体身份未知或不确定时，这在临床环境中很常见。此外，只有极少数方法可以跨多种条件进行比较。为了解决这一重大差距，我们提出了 metilene3，这是一种快速、多条件 DMR 检测的方法，可以在监督和无监督模式下运行，使用用户提供的标签或自动聚类未标记的样本。通过基于多个成对甲基化差异信号对基因组进行分段，metilene3 能够实现样本分类和表观遗传关系的 DMR 锚定推断。使用模拟和多样化的人类数据集，我们表明 metilene3 可以准确检测 DMR，稳健地对样本进行聚类，并具有揭示新的调控元件和样本分层的潜力。具体来说，在胰腺组织数据集中，metilene3 识别出富含参与胰腺癌发展的关键转录因子的 DMR，暗示 NFKB-NFAT 调控程序发生了改变。 metilene3 共同提供了一个快速、可解释的框架，用于探索异质甲基化组并发现复杂的生物和临床数据集中的表观遗传模式。
0d378d59086f7e9e,脑萎缩、白质高信号和认知的联合轨迹量化大脑维护,大脑维护——与认知表现相关的大脑结构或功能的保存——仍然难以量化。在这里，我们提出了一个领域通用的大脑维护指数，该指数是通过对衰老相关萎缩（通过内侧颞叶与心室比率，MTLV比率）、白质高信号（WMH）和使用潜在生长曲线建模的临床前阿尔茨海默氏症认知复合物（PACC5）评估的整体认知的纵向共同进化进行联合建模而得出的。我们在 DELCODE 队列中的 543 名认知未受损的老年人中展示了它的实用性，并在四年内每年进行一次跟踪。我们发现 MTLV 比率和 WMH 的变化可以相加地预测认知变化。我们进一步表明，较高的神经质、抑郁症状、较低的开放性和较快的生物衰老与不利的特定领域轨迹和较差的大脑维护有关。我们的研究结果强调了 WMH 和衰老相关萎缩动力学对大脑维护的综合相关性。保持脑血管和心理健康以及认知参与可以促进大脑维护，延缓认知能力下降和痴呆。
97656c1f9a1c324c,靶向长读长测序能够全面分析遗传性肌病的遗传和表观遗传景观,导致遗传性肌病的遗传变异在类型、大小和序列背景上差异很大，包括小序列变异、大结构变异、重复扩增和更复杂的事件，例如导致面肩肱型肌营养不良的 D4Z4 大卫星收缩和低甲基化。使用下一代测序和其他旧的分子技术来表征其中许多都具有挑战性。为了解决这个问题，我们开发了一种有针对性的长读长测序分析和生物信息学分析框架，捕获目前与遗传性肌病有关的全套基因、变异和表观遗传特征。将其应用于一组肌病患者，我们证明了我们的方法的分析有效性以及与现有方法相比提高的准确性和分辨率。我们的检测对 35.5% (11/31) 的经过标准临床基因检测后仍未确诊的患者进行了新的基因诊断。该方法构成了遗传性肌病的全面遗传和表观遗传特征的单一简化测定。
b31595dfdd2c9cda,通过谷氨酰胺拮抗作用重编程巨噬细胞免疫代谢可增强小鼠结直肠癌治疗,结直肠癌 (CRC) 通常表现出抑制性肿瘤微环境，该微环境与谷氨酰胺代谢升高和免疫抑制巨噬细胞的诱导有关。谷氨酰胺拮抗剂，如 6-重氮-5-氧代-L-正亮氨酸 (DON) 及其前药 JHU-083 可以限制肿瘤生长，但其毒性和免疫细胞选择性仍然不理想。在这里，我们将 DON 与巨噬细胞靶向部分青蒿酯结合，开发出 WGF-T17 (T17)，它可以阻断巨噬细胞中的谷氨酰胺代谢。在体外，T17 将巨噬细胞代谢重新连接至糖酵解，诱导乳酸积累和组蛋白乳酸化，增强线粒体裂变和吞噬细胞活性，从而将巨噬细胞重新编程为炎症状态。在体内，T17 通过巨噬细胞依赖性途径比 JHU-083 更好地控制肿瘤生长，并且还提高了携带皮下 CRC 肿瘤的雌性小鼠的免疫治疗、化疗和抗血管生成治疗的疗效。因此，我们的研究结果表明，T17 通过靶向巨噬细胞谷氨酰胺代谢来逆转免疫抑制，是一种有前途的 CRC 治疗策略。
19b34f4afe3a1af6,非洲马瘟病毒 VP2 受体结合蛋白的冷冻电镜结构使纳米颗粒疫苗设计成为可能,非洲马瘟病毒（AHSV）是一种致命的马病原体，除了含有减毒病毒的疫苗外，没有获得许可的疫苗，存在安全风险。 AHSV 是撒哈拉以南非洲地区的流行病，已在西班牙、葡萄牙、塞浦路斯、摩洛哥、中东、印度和巴基斯坦以及最近的泰国引发动物流行。在这里，我们解析了 AHSV 血清型 4 的全长 VP2 的 3.11 Å 冷冻电镜结构，采用其天然的 triskelion 结构，并揭示了锚定 triskelion 核心的 α 螺旋结构域，这在其他结构特征的环状病毒中是不存在的。结构引导映射将 VP2 的一个子结构域确定为中和抗体的关键靶点。该结构域利用 SpyCatcher/SpyTag 技术显示在纳米颗粒上，为小鼠在病毒攻击感染后提供了针对临床疾病的完全保护，并在 AHSV 的目标物种马中引发了强大而持久的免疫反应。这些发现为下一代针对 AHSV 和相关环状病毒的重组疫苗提供了结构蓝图。
6d3b59495aa3e471,具有深度代表性的风电预测：一项调查,
751022b6cde553c1,BZR1-BLH1-PIF4 反馈模块充当拟南芥中精确热形态发生的分子放大器,全球气温升高的强度和频率的增加正在威胁生态系统的稳定性和作物产量。了解植物热形态发生对于开发气候适应型作物至关重要，但其潜在机制仍有待阐明。在这里，我们将 BEL1-LIKE HOMEODOMAIN 转录因子 BLH1 确定为热形态发生的关键负调节因子，调节关键的BRASSINAZOLE-RESISTANT 1 (BZR1)-PHYTOCHROME INTERACTING FACTOR 4 (PIF4)热形态发生调节模块。 BLH1 或其同源物的过度表达会导致高温 (HT) 不敏感，而 blh 高阶突变体则表现出 HT 超敏性。 BLH1 表达受 BZR1 直接抑制，并受 HT 下调。我们进一步证明BLH1直接结合PIF4启动子以抑制其转录，同时与PIF4蛋白相互作用以抑制其活性。 BLH1 的过表达可挽救 bzr1-1D 或 PIF4 过表达植物中伸长的下胚轴表型。我们的研究结果定义了 BZR1-BLH1-PIF4 调节轴，该轴调节 BZR1-PIF4-生长素-BR-BZR1 正反馈环，确保对 HT 的平衡热形态发生反应。
24e84144f3ec782e,ZNF689 缺失会损害同源重组，从而使三阴性乳腺癌对 PARP 和 PD-L1 联合抑制敏感,三阴性乳腺癌（TNBC）是乳腺癌中最具侵袭性的亚型，由于缺乏有效的靶向治疗，其特点是预后不良。虽然聚（ADP-核糖）聚合酶（PARP）抑制剂有利于 BRCA1/2 突变的 TNBC，但它们对 BRCA 野生型肿瘤的疗效仍然有限。在这项研究中，我们发现了锌指蛋白 689 (ZNF689) 在调节 TNBC 同源重组 (HR) 修复中的关键作用。我们的研究结果表明，响应 DNA 损伤，ZNF689 被 ATM 磷酸化，并通过 E3 连接酶 SKP2 促进 NBS1 泛素化，从而导致 MRN 复合物的稳定和随后的 ATM 激活，从而促进 HR 修复。 ZNF689 缺失显着增强了 TNBC 对 PARP 抑制剂的敏感性，特别是与紫杉醇联合使用时。此外，PARP 抑制可通过激活 STING 通路上调 ZNF689 缺陷的 TNBC 细胞中的 PD-L1 表达。值得注意的是，ZNF689 缺失增强了 PARP 抑制加抗 PD-L1 免疫疗法的治疗效果。总之，这些发现表明 ZNF689 是 HR 修复的关键调节因子，并为 ZNF689 低 TNBC 患者结合 PARP 抑制和 PD-L1 阻断提供了概念验证。
20118cdd93d3b0ef,剪接修饰化合物的特异性和外显子靶空间,"剪接调节是一种既定的治疗策略，具有临床应用和靶向特定外显子以影响基因表达的潜力。 Risdiplam 和 Branaplam 等小分子剪接修饰剂会诱导外显子的包含，这些外显子通常由于 5′"" role=""presentation"">5′{5}^{{\prime} } 剪接位点较弱而被跳过。Risdiplam 优先在 3′"" role=""presentation"">3′{3}^{{\prime} } 外显子末端诱导具有 N−3G−2A−1 序列的外显子，而Branaplam 有利于 A−3G−2A−1 结尾的外显子。然而，特异性的决定因素仍不清楚，因为许多基序匹配的外显子未被诱导。在这里，我们研究了剪接调节剂特异性的分子基础。使用生化测定、转录组分析和遗传扰动，我们确定了决定外显子对剪接调节剂诱导的反应性的序列依赖性特征。我们进一步证明，可以通过操纵 U1 snRNA 来重新编程特异性。这些发现完善了剪接调节剂靶空间的决定因素，并可能支持其他靶外显子和化合物的鉴定。"
