stable_id,title_zh,abstract_zh
f90288a140e50ded,世界银行优先考虑可重复性是正确的,开发银行和其他机构开始发布和验证其研究报告和论文所附的原始数据和代码。其他机构也应该这样做。
0ac31f8b8feb7cdd,儿童死亡后，中国的快速临床试验成为人们关注的焦点,新的政府政策寻求平衡创新和安全。
087073312127ae10,开尔文温标的创造者威廉·汤姆森取得了许多科学进步,这位物理学先驱提供了一种描述温度的新方法，以及本周从《自然》档案中挑选的研究化石足迹的价值。
5089debc8072d848,限制对预测市场的临床试验结果的押注,给编辑的信。
dddf07a4b09a12f1,6 亿栋建筑的重量揭示了全球城市物质不平等和效率路径,城市化正在迅速增加全世界建筑物中材料的积累。这项研究对全球 6 亿多座建筑进行了绘制，结果表明，城市形态和富裕程度对物质存量增长模式有着至关重要的影响。
b507f24d57afb1dc,尼泊尔灾难敲响了认真对待复合气候风险的警钟,给编辑的信。
a49179fd56210069,出版商更正：用于体内 CAR T 生成的固有 T 细胞激活 mRNA 递送载体,
c5b2c90653ede411,通过粘流加工石墨烯纤维,甘油中的氧化石墨烯片具有聚合物般的粘弹性，可在湿纺过程中实现超高倍率拉伸，从而生产出具有良好热性能和机械性能的石墨烯纤维。
7b96b19dc72ee126,作者更正：组蛋白 3 赖氨酸 27 去甲基酶在急性淋巴细胞白血病中的对比作用,
fca2fb5fc84157ca,DeepMind 的新基因组“图谱”绘制了所有 90 亿个人类基因突变的影响,AI 模型 AlphaGenome 可以预测改变​​人类基因组中每一个 DNA 字母的后果。
4d9fa2a3de925bb7,中国两名儿童死于基因疗法：该领域的下一步发展,加强法律应有助于确保未来的死亡事件迅速向公众披露，但中国在此类研究方面的声誉正面临风险。
53fdb479567396d1,CAR T 细胞疗法的推动力,聚合物脂质纳米颗粒载体利用嵌合抗原受体 (CAR) mRNA 被动靶向、激活和转染体内 T 细胞，用于纤维化治疗。
b78301e5c91458b2,具有高导电性和可靠性的单晶 CoSi 半金属,随着最先进的铜互连的尺寸缩小到纳米级，载流子散射大大增加了它们的电阻，导致信号延迟和可靠性问题。因此，需要替代导体来维持超出传统电荷传输机制的互连缩放。在这里，我们展示了用于高度可扩展、导电且可靠的互连的 CoSi 半金属。随着CoSi厚度从1μm减小到~20nm，由于高导电表面路径，其电阻率从7.0减小到0.72μΩ·cm。 20纳米厚的CoSi的室温电阻率是同厚度铜的十分之一。 CoSi 的高内聚能 (5.4eV) 和迁移势垒 (3.7eV) 使其在高达 108Acm-2 的电流密度和高达 450°C 的温度下具有出色的可靠性。射频测量展示了 CoSi 互连在高达 40GHz 的频率下运行。我们进一步将 CoSi 互连与 16 nm 节点硅环形振荡器集成，该振荡器的工作频率与其金属互连对应物相同。
7b858a603153f6b6,使用无膜结构进行电化学介导的碳捕获,这项研究报告了一种用于电化学介导碳捕获的无膜架构，该架构使用固态反电极来解决离子交换膜的局限性。该研究还表明，不需要的电荷损失是由固体中的离子扩散控制的，而不是仅仅由热力学控制，为碳捕获和相关能源技术提供了实用的材料设计原理。
c05454001022a361,建筑层面重量的全球特征揭示了城市物质不平等,包含 6.06 亿个建筑物的全球建筑级数据库显示，正在使用的材料有 835 Gt，并且高收入和低收入国家之间的分配存在巨大不平等。在规划城市时选择高效利用材料的城市形态有助于减少未来的建筑材料需求。
1a8acce9e4a0a413,景观如何塑造建国前中国城市的空间基础,在中国出现一个庞大的、一体化的国家之前，原始城市聚落系统为城市的出现提供了空间基础。从中国新石器时代的考古遗址重建的聚落模式揭示了地形衍生的可达性如何构建这些系统，以及随着中国走向国家形成，这种关系如何发生变化。
1c59d99f21ebada1,中国新石器时代的地形可达性和原始城市聚落组织,"摘要
                  城市是从早于正式道路、成熟国家和制度化城市治理的聚居系统中诞生的，但这些原始城市系统的大规模空间组织仍然知之甚少。在这里，我们将新编译的地理参考考古数据集与根据地形得出的陆上可达性测量相结合，研究地形衍生的可达性与公元前 5000 年至 2000 年中国新石器时代的聚落组织之间的关系。公元前 5000 年至 2500 年期间，定居强度越来越集中在可通行的走廊上。公元前 2500 年至 2000 年期间，这种关联急剧减弱，尽管空间集群仍然很强，并且定居点的主要集中度转向中等可达性环境。这些发现表明，在成熟的国家和正式的交通基础设施之前，地形的可达性就构成了原始城市聚落组织，但这种关系在历史上是偶然的而不是固定的。它们提供了东亚的长期视角，探讨随着居住系统变得更加复杂，如何重组城市发展的空间基础。"
7e431c293908b1e1,中国海绵城市发展降低了与洪水相关的细菌性痢疾风险,洪水加剧了细菌性痢疾的风险，尤其是弱势群体。采用案例交叉和准实验方法对中国 420 万个案例进行分析，发现海绵城市建设后风险降低了 12.2%，特别是在基础设施薄弱的地区。
c3d4ecb7b8427163,将患者置于医疗人工智能治理的中心,给编辑的信。
2edabef3b89d75fe,为什么这位神经科学家正在投身于科学宣传,随着资金削减重塑美国的研究格局，Stefano Cataldi 正在转向捍卫科学的政策和宣传工作。
e15184cae9af8d01,改革中国研究的副业,给编辑的信。
4b504ccc5521da1e,离子簇作为结晶多孔有机盐的高连通性二次结构单元,"摘要
                  结晶多孔材料的固态组装由主节点-连接体相互作用和其他较弱的分子间力之间的平衡决定。金属有机框架（MOF）利用高度定向和刚性的配位键，胜过竞争性堆积效应。这使得高连接性的辅助建筑单元 (SBU) 能够组装成各种架构。相比之下，分子晶体的分子间相互作用较弱，这使得在 MOF 中实现具有高度连接的网状拓扑的多孔填料具有挑战性。在这里，我们介绍库仑聚集作为生成主要 SBU 基序的一种方法。通过抑制分子间色散相互作用，卤化铵离子对聚集成离散的多核簇，充当非金属 SBU。与多主题三维连接体相结合，这些离子簇创建了具有不同拓扑、​​大空隙和极性通道的扩展非金属有机框架。这项研究将网状化学从定向化学键扩展到“软”离子相互作用，为新型多孔材料和固态组装原理开辟了道路。"
6d394228616baab7,基因工程作物的采用支持气候变化下的产量和种植,作者分析了 40 多年来美国采用转基因作物的影响。他们表明，转基因作物的采用导致产量有所增加并减少了产量波动，同时也起到了适应气候变化驱动的北移的作用。
2e561da5c58ef134,准弹道离子输运促进蒸发驱动发电,蒸发驱动发电可以利用大气中丰富的热能，但受到能量收集材料中离子散射的限制。机器学习现已支持垂直微棒发生器的设计，实现准弹道离子传输，提高功率密度和功率转换效率。
4d5ac05da85b5edc,出版商更正：边缘共享 RuO2 单层用于稳定和低过电势酸性水电解,
5b56c616d34e2ec5,半导体腔量子电动力学中的结构光-物质相互作用,由受限单光子和单量子发射器组成的腔量子电动力学系统是量子光学和光子量子技术的基本模块。传统腔量子电动力学中使用的规范光学模式具有均匀的偏振分布，导致大多数现有实验中的标量光与物质相互作用。尽管在生成具有空间变化偏振的结构光方面取得了快速进展，但结构光与物质的相互作用，特别是在单量子水平上，仍然非常有趣，但很大程度上尚未被探索。在这里，我们提出了半导体腔量子电动力学系统中单光子水平的结构光与物质相互作用。在微柱腔中构建了四种在光谱上彼此接近的不同结构腔模式。通过在半导体微柱腔的外围空间定位单个外延量子点（InAs量子点），并将量子点发射波长光谱调谐到结构腔模式的共振中，在单个波长尺度的器件内实现了具有自旋锁定手性轨道角动量和可工程自旋轨道纠缠的腔增强单光子发射。我们的工作开辟了探索手性量子光学和高维光子量子技术中结构量子光与物质相互作用的不同方法。
41fafff3db901dd9,来自磁振子的室温相关微波,放置在微波电路顶部的微小磁性薄膜可用于创建在室温下运行的紧凑型相关微波信号源。
bf3717c27ac53e80,电荷转换电离脂质降低脂质纳米颗粒的毒性,"摘要
                  脂质纳米颗粒（LNP）作为核酸递送载体具有巨大潜力；然而，它们会引发炎症细胞因子的产生，这限制了它们的医学应用。开发非炎症性 LNP 具有挑战性，因为 LNP 的可电离脂质和内体破坏过程是 LNP 毒性的主要来源，但对于递送核酸也至关重要。在这里，我们证明了含有羧酸和胺的可电离脂质（称为 S-脂质）在 pH 值 7.4 和 4.0 之间切换其带电状态，从而使它们能够生成 LNP（称为可切换纳米粒子），该 LNP 可以有效封装核酸并触发内体释放，而不激活 TLR4、补体、半乳糖凝集素 8 和血小板激活因子信号通路。最后，我们证明可切换纳米颗粒比传统 LNP 更能治疗脂多糖引起的急性肺损伤，因为它们不会加剧已有的炎症。总的来说，这些结果表明带负电的可电离脂质可以减轻 LNP 的毒性。"
17341e5f49597979,用于磁性异质结构中皮秒无场自旋轨道扭矩切换的全电片上纳米等离子体脉冲发生器,纳米等离子体脉冲发生器可以产生宽度低至 6.4 ps 和幅度超过 100 V 的电流脉冲，可以控制磁性异质结构中的无场自旋轨道扭矩磁化切换。
a1153c2e1310074b,移动教育在五个国家的冲击中增强了抵御能力,"摘要
                  
                    教育系统需要承受频繁的冲击，包括疾病和气候事件，导致超过 2.22 亿儿童的学校关闭
                    1
                    。在这些紧急情况下，需要替代模式来提供教育。然而，在这些环境中对有效教育方法进行严格评估具有挑战性且罕见，尤其是在多个国家。在这里，我们展示了在印度、肯尼亚、尼泊尔、菲律宾和乌干达进行的五项随机试验的结果，以评估紧急情况下的教育提供情况。我们测试了多种可扩展的远程定向辅导模型，比较了政府和非政府组织 (NGO) 的授课方式。虽然短信的效果好坏参半，但通过电话进行的教程在不同的环境下都显示出有效性。我们发现对学习的影响巨大且稳健。这些效果具有极高的成本效益，每花费 100 美元即可提供大约 4 年的高质量教学。结果显示，由政府教师或非政府组织讲师授课效果显着。总之，我们的结果表明，有可能增强教育系统的弹性，在中断的情况下提供教育，并跨环境和与政府合作提供具有成本效益的学习成果。"
3668abd09c2fd727,古代蛋白质鉴定出来自中国西南部的各种丹尼索瓦人遗骸,十多年来的多学科研究已经确定了亚洲各地丹尼索瓦人的颅骨、面部和牙齿遗骸，为他们的颅骨容量、外观、饮食和进化史提供了深入的了解。然而，由于中国西南地区分布差距明显，且颅后遗骸稀缺，特别是缺乏具有诊断特征的长骨，我们对其时空分布和形态表型的了解受到限制。为了进一步鉴定古人类长骨，我们对西南边府洞的6万多块骨头碎片进行了形态学筛选，其中76块通过质谱分析进行动物考古，17块进行蛋白质组测序分析。这些分析确定了三块古人类化石，包括两块顶骨碎片和一块近端桡骨碎片，其年代可追溯到大约 167-134000 年前1。随后的蛋白质组学分析证实了这些新发现的古人类骨骼的分类学归属，以及挖掘过程中发现的两颗古人类牙齿的分类学归属，即丹尼索瓦人。这些发现将边福洞确定为丹尼索瓦人的居住地，在西伯利亚丹尼索瓦洞外，发现了这一古人类群体最丰富的遗骸。这些结果还填补了丹尼索瓦人分布记录中的一个关键地理空白，并完善了我们对其进化历史的理解。此外，这项研究提供了有关丹尼索瓦人径向形态的直接信息，从而深入了解他们的颅后表型。识别与保护
94b66d9bc9cb1445,使用 GPN-Star 预测全基因组功能限制,"摘要
                  
                    基因组语言模型已成为直接从 DNA 序列学习全基因组功能约束的强大方法
                    1
                    。然而，改编自自然语言处理的标准基因组语言模型通常需要较大的模型大小和计算资源，但在预测任务中仍然达不到经典进化模型的要求
                    2–4
                    。在这里，我们引入了具有物种树和比对表示的基因组预训练网络（GPN-Star），这是一种基于生物学的基因组语言模型，具有系统发育感知架构，利用全基因组比对和物种树来明确地模拟进化关系。 GPN-Star 经过脊椎动物、哺乳动物和灵长类进化时间尺度的比对训练，在人类基因组编码和非编码区域的各种变异效应预测任务中实现了最先进的性能。跨时间尺度的分析显示了对最近的演化进行建模与对更深的演化进行建模的任务相关的优势。为了证明其推进人类遗传学的潜力，我们表明 GPN-Star 在优先考虑致病性和精细映射的全基因组关联研究变异方面远远优于以前的方法，大大丰富了复杂性状遗传力，并提高了罕见变异关联测试的能力
                    5
                    。除了人类之外，我们还为五种模型生物体训练 GPN-Star："
8cf6986998773f3d,均匀的成膜有助于串联太阳能电池更好地工作更长时间,当制造用于太阳能电池的混合卤化物钙钛矿薄膜时，富含溴化物的域比富含碘化物的域结晶得更快，从而导致缺陷。添加一种经过调整的分子，可以选择性地与溴化物结合的铅结合，从而同步结晶速率，产生均匀的薄膜、更好的操作稳定性和更有效的钙钛矿-有机串联体。
e76925d59ab25770,对所有器官的细胞活动进行成像揭示全身回路,"摘要
                  
                    动物的生存和繁衍能力——无论是逃离危险、进食还是抵抗感染——都来自于全身许多相互作用的细胞类型的集体每时每刻的活动。生理学试图阐明这些跨越器官、细胞类型和时间尺度的细胞相互作用，但由于无法同时记录整个身体随时间变化的细胞活动而受到限制。在这里，我们开发了 WHOLISTIC（用于记录组织和细胞内活动的整体生物体实时成像系统），这是一种以细胞分辨率对整个脊椎动物体内细胞的第二时间尺度活动进行成像的方法。 WHOLISTIC 推进并整合了体积荧光显微镜、机器学习和钙传感器的全细胞转基因表达
                    1
                    ，在斑马鱼幼虫中得到证实，并在成年斑马鱼中进行了概念验证
                    大脑丹尼氏菌
                    。为了获取有关测量动力学的分子和超微结构基质的信息，我们先进的全身膨胀显微镜
                    2
                    。在细胞尺度上，全身筛查揭示了意想不到的反应，包括软骨细胞对寒冷的反应和脑膜对氯胺酮的反应。在器官尺度上，WHOLISTIC 识别出了沿肾单位的节律行波。在多器官尺度上，它揭示了未知的肌肉协同作用和肌肉-器官相互作用。在整个生物体尺度上，该方法可"
511f51498aeafe25,TRI-611，一种选择性脑渗透性 ALK 分子胶降解剂,"靶向间变性淋巴瘤激酶 (ALK) 的酪氨酸激酶抑制剂 (TKI) 已经改变了 ALK 融合阳性非小细胞肺癌 (ALK 阳性 NSCLC) 的治疗格局，但对于在批准的 TKI 上取得进展的患者来说，选择有限，凸显了对正交治疗方法的持续需求 1,2。 TRI-611 是一种有效的脑渗透性 ALK 融合蛋白分子胶降解剂，有可能满足这一需求。 TRI-611 通过远离激酶活性位点的独特降解决定子界面促进 ALK 激酶结构域和 CRL4 底物接头 CRBN 的接近。 TRI-611 独特的结合界面导致对蛋白质组的选择性，包​​括已知的 CRBN 新底物和其他激酶。 TRI-611 治疗可诱导所有形式的 ALK 融合蛋白（包括野生型和 ALK TKI 耐药版本）降解，导致细胞系和患者来源的 ALK 阳性 NSCLC 皮下和颅内肿瘤模型消退。 TRI-611 可与正位 ALK TKI 联合使用，实现协同且持久的肿瘤消退。据我们所知，TRI-611 是第一个针对致癌基因融合的临床阶段分子胶降解剂，有潜力扩大 ALK 阳性 NSCLC 患者的治疗选择。"
96b92ba860ae9849,丹尼索瓦人是谁？丰富的化石和工具宝库描绘了新的景象,在中国西南部的一个洞穴中发现的物品表明，这些神秘的古代人类是熟练的猎人。
01278d09238bf5ff,每日简报：OpenAI 声称在数学上取得了巨大突破,这家人工智能巨头声称已经解决了数学中最棘手的问题之一，但问题的复杂性应该得到认可。另外，还有人类每一个 DNA 字母突变的图谱，以及为什么更多的生物工程微生物无法走出实验室。
f21e8f1df7aa282c,阳极钯膜提氢增强热化学脱氢,脱氢反应是燃料加工1、化学合成2以及氢气储存和运输3的基础。许多是吸热的并且在动力学上被氢气抑制，导致在中等温度下单程产率较低4。这些反应可以通过将催化剂与氢选择性膜集成来促进，氢选择性膜依靠氢气分压差来驱动原位除氢5。然而，这种方法通常会导致氢通量有限、机械稳定性降低和回收氢分压低6。在这里，我们使用氢选择性钯基膜作为带有析氢阴极的熔融氢氧化物电化学电池的阳极。这种结构能够在脱氢温度下实现电化学驱动的 H2 分离，而无需压差。我们证明，与可逆氢电极相比，<0.3 V 的低阳极电位足以驱动扩散限制的 H 跨膜传输。与压力驱动工艺相比，该方法能够将 300℃ 下的氢气分离率提高 4 倍，同时将氢气从 0.05atm（平衡 Ar）富集到纯 1.0atm 氢气流。将阳极与脱氢催化剂连接可以使氨和甲基环己烷在 250°C 下的转化率分别高达 91% 和 94%。这项工作为电化学辅助除氢以增强选定的脱氢反应提供了概念验证演示。
f8842ef50ab9f416,结合卫星和新闻数据捕捉战争中看不见的方面,从新闻报道中提取的战争记录塑造了研究人员对暴力的了解。如果访问保持开放，卫星图像可以改变这种理解。
309096e77c2f4bc3,综合特征定义了前列腺癌的突变过程,前列腺癌具有长期且异质性的病程，其病因尚不完全清楚。在这里，我们剖析了塑造泛前列腺癌组 (PPCG) 959 名捐赠者基因组的突变过程，并评估其临床相关性。通过将从头提取的单碱基替换、插入缺失和拷贝数特征与六种新颖的复杂结构变异特征相整合，我们确定了八种整合的突变足迹（IMF），它们共同解释了 85% 的原发性前列腺癌基因组的突变过程。 IMF 受到基因组区域偏差的强烈影响，最普遍的是雄激素受体介导的突变和复制应激。 4 种 IMF 存在于 37% 的原发肿瘤中，与较短的转移时间显着相关。其中包括活性氧驱动的突变以及典型和非典型同源重组缺陷（HRD），后者在非洲血统的患者中丰富。扩展到转移环境，我们发现 IMF 可以预测对雄激素受体途径抑制剂的敏感性。总而言之，我们的研究描述了驱动前列腺癌基因组和临床异质性的病因和突变过程，引入了整合突变足迹作为统一框架，并强调了它们改善风险分层和生物标志物引导治疗选择的潜力。
11797426674a9670,TM184C 是一种类似 GPCR 的细胞间交换和自噬调节因子,序列相似性是大多数蛋白质注释的基础，但许多功能仍然隐藏在可检测的同源性之外1-3。通过挖掘数百万个 AlphaFold2 模型4、5，我们确定了两个人类“超暗”七跨膜蛋白家族——TM184 和 PRRT——与 G 蛋白偶联受体 (GPCR) 具有结构同源性。这些蛋白质表现出标志性的 GPCR 活性，包括 β-arrestin 募集和 GPCR 激酶 (GRK) 依赖性磷酸化。在这里，我们重点关注 TM184C——表达最广泛、进化上最保守的超暗 GPCR 样蛋白，它定位于高度动态的细胞内囊泡而不是质膜。这些囊泡沿着微管移动，在细胞突起中积累，并促进隧道纳米管和肿瘤微管样细胞间连接的形成。这些桥通过需要 TM184C C 末端尾部及其抑制蛋白代码基序6 的过程介导细胞器共享，将 GPCR 样 β-抑制蛋白和 GRK 调节与囊泡功能和细胞间连接联系起来。 TM184C 还通过限制 LC3B 脂化和自噬体积累来限制自噬通量，这一作用是高度保守的，因为人 TM184C 在缺乏其同源物 Hfl1 的酵母中恢复自噬体稳态。总之，这些发现说明了基于结构的蛋白质发现如何阐明暗蛋白质组，并将 TM184C 识别为自噬、细胞间连接和物质交换的古老 GPCR 样调节因子。 TM184C——一种古老的 G 蛋白偶联受体样超暗蛋白，参与自噬调节
b605207aa7835b81,使用人工智能作为陪练伙伴，而不是神谕,随着人工智能工具成为科学领域的重要合作者，大学必须教会学生挑战此类系统并评估他们的能力。
1929fc53716d31a1,特殊递送：细菌信使正在将药物走私到癌症中,对肿瘤进行治疗的微生物可以使化疗、放疗和免疫疗法更安全、更有效。
3c37fd9968cff05c,DNA编辑“铅笔”探索人类早期发育,一种被称为腺嘌呤碱基编辑的基因组重写方法提供了一种研究早期人类胚胎基因功能的精确方法。
3601114d2312047a,新皮质长程抑制促进皮质同步和睡眠,"摘要
                  
                    睡眠和清醒与节律活动的不同皮质模式相关
                    1
                    。在慢波睡眠等低唤醒状态下，同步低频节律主导着广泛的皮质区域的活动。尽管抑制性神经元越来越被认为是皮质状态的关键调节者
                    2–4
                    ，协调体内局部和远端新皮质网络同步活动的电路机制仍然知之甚少。在这里，我们在小鼠中展示了共表达生长抑素 (Sst) 和软骨凝集素 (Chodl) 的细胞——它们构成了稀疏且遗传上不同的一类新皮质 GABA 能抑制神经元——在低唤醒状态下选择性活跃，而在高唤醒期间大多保持沉默。与大多数新皮质抑制性神经元相比，Sst-Chodl 细胞尽管极其稀疏，但通过同时针对多个区域的长距离轴突对新皮质产生广泛的影响。 Sst-Chodl 细胞的选择性激活足以促进多区域皮层同步（这是低唤醒状态的特征）并诱导睡眠。总之，这些发现表明，长程 Sst-Chodl 抑制神经元不仅跟踪行为状态，而且还可以积极促进同步皮质活动和睡眠行为，强调皮质回路以及已建立的皮质下机制在睡眠调节中发挥着关键作用。"
fb610bdf1843ea33,基于操作扰动蛋白质组学的虚拟细胞模型,人工智能支持的虚拟细胞模型代表了一种新兴的计算机药物发现方法1-3，但大多数现有方法缺乏大规模、时间分辨的扰动蛋白质组学数据和用于预测治疗反应的可解释框架。在这里，我们从系统扰动的乳腺癌细胞系中生成了超过 3800 万个时间蛋白质丰度测量值，并开发了 ProteinTalks，一种虚拟细胞模型。 ProteinTalks 的核心是这种大规模动态蛋白质组资源和模型架构的协同作用，从而实现了一个新的预训练框架，该框架可以从时间蛋白质组轨迹中学习可转移的动态潜在表示。通过模拟蛋白质如何有条件地响应不同的扰动，这种方法使模型能够作为各种药物发现任务的操作工具：预测药物功效和协同作用、发现新的药物组合、探测与耐药性相关的蛋白质、对患者反应进行分层以及对患者类器官的候选药物进行优先排序。它还显示出强大的可转移性，从细胞系扩展到患者来源的类器官和临床活检，通常比评估协议下选定的基准实施实现更高的性能。 ProteinTalks 共同展示了可转移动态表示的可扩展预训练如何支持可操作、动态感知、基于蛋白质组学的虚拟细胞模型，以推进计算机药物发现。
22fe452caaa406d9,肿瘤引流淋巴结中的 PLA2G2D 调节抗肿瘤免疫,"摘要
                  
                    全身抗肿瘤免疫是肿瘤引流淋巴结 (TDLN) 中 T 细胞启动的结果
                    1-4
                    。尽管肿瘤中 T 细胞的抑制已得到充分表征
                    5–8
                    ，这种情况是否发生在 TDLN 中——如果是的话，通过什么机制——仍然知之甚少。在这里，我们利用黑色素瘤患者 TDLN 的成像质量细胞术，确定了 TDLN 副皮质中与远处转移的发展相关的空间邻域。该区域内细胞的靶向空间转录组学揭示了激活的 CD8
                    +
                    T 细胞与表达高水平免疫抑制性分泌磷脂酶 PLA2G2D 的骨髓细胞结合。 PLA2G2D
                    +
                    TDLN 中的骨髓细胞比原发肿瘤或转移瘤中的骨髓细胞丰富得多。 PLA2G2D 的基因功能丧失或抗体介导的抑制显着降低了肿瘤生长，并且黑色素瘤小鼠的单细胞转录组学表明，PLA2G2D 的表达
                    Pla2g2d
                    仅限于淋巴结巨噬细胞。从机制上讲，PLA2G2D 在体外直接抑制 T 细胞的早期增殖，抑制 PLA2G2D 会导致 TDLN 中肿瘤特异性 T 细胞的扩增，从而导致循环中这些 T 细胞的增加，从而导致肿瘤中的 T 细胞增加。值得注意的是，PLA2G2D 和 PD-1 充当非冗余免疫检查点，"
