stable_id,title_zh,abstract_zh
bb213506c1a45ed1,免疫治疗时代靶向Toll样受体：TLR调节剂背后的化学,本综述总结了TLR配体的化学多样性，重点关注分子设计、构效关系、选择性决定因素以及下一代免疫治疗学的机遇。
a62c8aa0238a5555,氢钝化稳定边缘定位单原子金属位点用于电催化,负载于氮掺杂碳上的单原子催化剂（SACs）已成为有前景的非贵金属电催化剂。然而，其实际应用常常受到稳定性不足的阻碍。特别是，具有边缘金属位点的SACs，尽管……
168b66b90e871999,双场响应纳米流体膜用于高性能渗透能发电,我们通过将光活性共价有机框架与层间Cu+桥联相结合，设计了一种双响应纳米流体C-AL/GO膜，在真实海水|河水条件下实现了34.61 W m−2的可观功率密度。
5ef1ca0a2a24952c,揭示隐藏结：面向高效太阳能电池的埋底钙钛矿/SAM界面计量学,对自组装单分子层（SAMs）与钙钛矿之间埋藏界面的战略性工程化已将钙钛矿太阳能电池（PSCs）的认证效率推升至27%以上。然而，其本质上不可触及的特性……
2d403fd01e4d13b7,勘误：释放非贵金属异质催化剂在选择性加氢反应中的催化潜力,"对Wanbing Gong等人发表于Chem. Soc. Rev., 2025, 54, 960–982的论文‘Unlocking the catalytic potential of heterogeneous nonprecious metals for selective hydrogenation reactions’（https://doi.org/10.1039/d4cs01005a）的更正。"
1974cf02f661eefa,碳酸氢盐溶液中电化学还原CO 2为CO的模拟,使用包含Pt阳极、Nafion……的膜电极组件（MEA），可以以节能的方式从以KHCO3形式吸收于KOH中的CO2制取CO和合成气
c505ed493b66ceab,通过高熵金属间化合物(110)晶面的几何匹配重定向Li-CO₂电池化学,将Li-CO₂电池反应导向Li₂C₂O₄路径极具吸引力，但其亚稳态性质在动力学上阻碍了这一过程，使其易发生歧化反应生成Li₂CO₃。本文中，我们超越……
8e5f59eaf1203d33,通过将Cu–Ln对限制在桨轮型金属有机框架中工程化直接3d–4f轨道耦合以实现高效CO 2电化学甲烷化,通过将Cu–Er对限制在桨轮框架中实现的直接3d–4f轨道耦合增强了*CO吸附并降低了*CO → *CHO能垒，实现了高效的CO₂电化学甲烷化，CH₄法拉第效率达82%。
2309c5203c296d89,倒置钙钛矿太阳能电池中通过双侧界面锚定强化埋底结,埋藏界面剥离是倒置钙钛矿太阳能电池（PSCs）运行稳定性差的主要原因。然而，传统自组装单分子层主要优化能级排列，未能建立……
a035f001559840a6,高能量密度金属-硫电池的硫正极设计：从液态到固态电解质电池,本综述将硫正极设计确立为高能量密度金属-硫电池的统一框架，展示了在液态和固态电解质体系中必须如何协调化学、传输和力学因素。
4a529b607b0c1224,从Fenton反应到铁死亡：金属络合物在脂质过氧化调控细胞死亡中的化学,金属配合物是铁死亡（一种铁依赖性氧化性细胞死亡）的强效触发因子，其氧化还原活性和可调的配体框架能够选择性破坏抗氧化防御，用于下一代抗癌疗法。
e45416334a04c9c4,翻转双层结构为质子传导固体氧化物燃料电池提供创纪录的无Ba/Co正极,一种具有富缺陷YSB的无Ba/Co倒置双层正极为H-SOFC提供了创纪录的高功率密度，优于所有无Ba/Co正极以及大多数含Ba/Co正极。
0679b9d5a0cc2fca,释放电致变色窗的节能潜力,通过在每个时间步最小化建筑总能耗，我们建立了一种定义电致变色窗光学目标和运行方案的新范式，避免了控制引起的能量惩罚并释放了其节能潜力。
b8fc5fd56d929483,通过Zn介导的有机氟化物还原形成全氟化界面相用于高能锌金属软包电池,Zn介导的全氟十四酸电化学还原将自组装的超疏水层转化为梯度有机氟/ZnF 2界面。该氟化界面使Zn-I 2电池实现>52 000次循环，软包电池达到184 Wh L −1。
153bb7fe32a53edb,一种受猎鹰启发的机械驱动电力斗篷实现自主体表供电,猎鹰启发的动力披风有效地将生物机械能转化为电能，实现体域能源自给。
75fe1f381ca8029d,绿色印刷材料与技术的最新进展,绿色印刷集成了液滴操控、材料组装和多尺度图案化，能够在大面积上制备功能材料和器件，同时减少材料用量、加工步骤、生产成本和化学废料。
f0631d67839a82dd,可充电电池中的高熵材料：设计原则与结构-性能关联,本综述阐明了高熵材料的组成设计原则与结构–性能关联，将四种核心物理效应与元素选择相联系，以推动先进可充电电池的发展。
b28d84c3ef92691e,更正：由具有pH缓冲能力的微量添加剂实现的高可逆锌负极,"对Xiaohui Ma等人在Energy Environ. Sci., 2025, 18, 982–990上发表的‘Highly reversible zinc anode enabled by a trace-amount additive with pH buffering capability’（https://doi.org/10.1039/D4EE04870A）一文的更正。"
36177fae30cc421c,SnO2的电子均质化实现高效且可扩展的钙钛矿太阳能电池,大面积钙钛矿太阳能电池和组件是实现产业化的重要方向，然而在放大过程中，由于各功能层的空间均匀性不足，其性能受到严重影响。在……
0f15993087a19a16,窄谱带强吸收荧光染料：分子设计策略及电致发光应用,窄带、强吸收的荧光染料因在高色纯度OLED中的应用而受到越来越多的关注。基于共振平衡调控，我们总结了结构–光谱性能关系及电致发光进展。
307afabf7db0c4b3,人工智能驱动的药物化学与转化药物研发,药物化学处于现代药物发现的核心位置，然而将分子设计转化为获批药物仍然缓慢、昂贵，且在从靶点识别到临床验证的整个流程中面临高淘汰率。
58f45fa28b900e83,全分子铁电复合电解质将自发极化与竞争性配位相结合用于耐久型富镍固态锂金属电池,分子铁电体通过自发极化和竞争性配位实现快速锂离子传输和稳定的固态锂金属电池。
a4d5557c2f657b3c,通过不对称界面活化打破醚基电解质的电位极限以实现高能量密度钠离子电池,提出了一种非对称界面活化（AIA）策略，通过在高能量密度钠离子电池中使用NaDFP添加剂，解决正极和负极对电解质需求之间的固有矛盾。
a628b82cb0d881a6,受树枝启发的、由直接接触加热面驱动的压缩MOF模块装置用于大气集水,基于金属有机框架（MOFs）的大气集水（AWH）技术可将丰富的水蒸气转化为液态水，有望为产水提供一种有效的解决方案……
e9aef89dcc0eb9e2,一种基于天然矿物/聚合物的无卤固态电解质实现抑制高压自放电的稳定四电子碘化学,四电子碘转化化学为高能量密度静态锌碘电池提供了一条有前景的途径，但其实际应用受到多碘化物穿梭、正价碘物种水解以及……的严重限制。
4f1f07fbc054379f,从化学视角看交替磁性,本综述从化学驱动角度对交替磁性材料进行了阐述。晶体化学、对称性、键合和电子结构被强调为这一新近发现的磁性材料类别的关键促成因素。
0fcc0f2ba53c5e86,单细胞内的光学多物理场成像,细胞内能量转换和信息传递与多种物理场的局部波动相关，包括化学浓度场、热场、磁场、电场和机械力场。
270c8a5f2f257ffe,牺牲能量密度未能保障安全性：正极结构决定钠离子电池的安全性,由于地壳中元素储量丰富，钠离子电池被广泛认为是锂离子电池极具前景的继任者。钠离子电池较低的能量密度常常……
